ID, ID2, Geo_FIPS, Geo_Qname, DN
3092612, BRA, BRA, Brazil, BRA
3092613, BRA, BRA, Brazil, BRA
3092614, BRA, BRA, Brazil, BRA
3092615, BRA, BRA, Brazil, BRA
3092616, BRA, BRA, Brazil, BRA
3092617, BRA, BRA, Brazil, BRA
3092618, BRA, BRA, Brazil, BRA
3092619, BRA, BRA, Brazil, BRA
3092620, BRA, BRA, Brazil, BRA
3092621, BRA, BRA, Brazil, BRA
3092622, BRA, BRA, Brazil, BRA
3092623, BRA, BRA, Brazil, BRA
3092624, BRA, BRA, Brazil, BRA
3092625, BRA, BRA, Brazil, BRA
3092626, BRA, BRA, Brazil, BRA
3092627, BRA, BRA, Brazil, BRA
3092628, BRA, BRA, Brazil, BRA
3092629, BRA, BRA, Brazil, BRA
3092630, BRA, BRA, Brazil, BRA
3092631, BRA, BRA, Brazil, BRA
3092632, BRA, BRA, Brazil, BRA
3092633, BRA, BRA, Brazil, BRA
3092634, BRA, BRA, Brazil, BRA
3092635, BRA, BRA, Brazil, BRA
3092636, BRA, BRA, Brazil, BRA
3092637, BRA, BRA, Brazil, BRA
3092638, BRA, BRA, Brazil, BRA
3092639, BRA, BRA, Brazil, BRA
3092640, BRA, BRA, Brazil, BRA
3092641, BRA, BRA, Brazil, BRA
3092642, BRA, BRA, Brazil, BRA
3092643, BRA, BRA, Brazil, BRA
3092644, BRA, BRA, Brazil, BRA
3092645, BRA, BRA, Brazil, BRA
3092646, BRA, BRA, Brazil, BRA
3092647, BRA, BRA, Brazil, BRA
3092648, BRA, BRA, Brazil, BRA
3092649, BRA, BRA, Brazil, BRA
3092650, BRA, BRA, Brazil, BRA
3092651, BRA, BRA, Brazil, BRA
3092652, BRA, BRA, Brazil, BRA
3092653, BRA, BRA, Brazil, BRA
3092654, BRA, BRA, Brazil, BRA
3092655, BRA, BRA, Brazil, BRA
3092656, BRA, BRA, Brazil, BRA
3092657, BRA, BRA, Brazil, BRA
3092658, BRA, BRA, Brazil, BRA
3092659, BRA, BRA, Brazil, BRA
3092660, BRA, BRA, Brazil, BRA
3092661, BRA, BRA, Brazil, BRA
3092662, BRA, BRA, Brazil, BRA
3092663, BRA, BRA, Brazil, BRA
3092664, BRA, BRA, Brazil, BRA
3092665, BRA, BRA, Brazil, BRA
3092666, BRA, BRA, Brazil, BRA
3092667, BRA, BRA, Brazil, BRA
3092668, BRA, BRA, Brazil, BRA
3092669, BRA, BRA, Brazil, BRA
3092670, BRA, BRA, Brazil, BRA
3092671, BRA, BRA, Brazil, BRA
3092672, BRA, BRA, Brazil, BRA
3092673, BRA, BRA, Brazil, BRA
3092674, BRA, BRA, Brazil, BRA
3092675, BRA, BRA, Brazil, BRA
3092676, BRA, BRA, Brazil, BRA
3092677, BRA, BRA, Brazil, BRA
3092678, BRA, BRA, Brazil, BRA
3092679, BRA, BRA, Brazil, BRA
3092680, BRA, BRA, Brazil, BRA
3092681, BRA, BRA, Brazil, BRA
3092682, BRA, BRA, Brazil, BRA
3092683, BRA, BRA, Brazil, BRA
3092684, BRA, BRA, Brazil, BRA
3092685, BRA, BRA, Brazil, BRA
3092686, BRA, BRA, Brazil, BRA
3092687, BRA, BRA, Brazil, BRA
3092688, BRA, BRA, Brazil, BRA
3092689, BRA, BRA, Brazil, BRA
3092690, BRA, BRA, Brazil, BRA
3092691, BRA, BRA, Brazil, BRA
3092692, BRA, BRA, Brazil, BRA
3092693, BRA, BRA, Brazil, BRA
3092694, BRA, BRA, Brazil, BRA
3092695, BRA, BRA, Brazil, BRA
3092696, BRA, BRA, Brazil, BRA
3092697, BRA, BRA, Brazil, BRA
3092698, BRA, BRA, Brazil, BRA
3092699, BRA, BRA, Brazil, BRA
3092700, BRA, BRA, Brazil, BRA
3092701, BRA, BRA, Brazil, BRA
3092702, BRA, BRA, Brazil, BRA
3092703, BRA, BRA, Brazil, BRA
3092704, BRA, BRA, Brazil, BRA
3092705, BRA, BRA, Brazil, BRA
3092706, BRA, BRA, Brazil, BRA
3092707, BRA, BRA, Brazil, BRA
3092708, BRA, BRA, Brazil, BRA
3092709, BRA, BRA, Brazil, BRA
3092710, BRA, BRA, Brazil, BRA
3092711, BRA, BRA, Brazil, BRA
3092712, BRA, BRA, Brazil, BRA
3092713, BRA, BRA, Brazil, BRA
3092714, BRA, BRA, Brazil, BRA
3092715, BRA, BRA, Brazil, BRA
3092716, BRA, BRA, Brazil, BRA
3092717, BRA, BRA, Brazil, BRA
3092718, BRA, BRA, Brazil, BRA
3092719, BRA, BRA, Brazil, BRA
3092720, BRA, BRA, Brazil, BRA
3092721, BRA, BRA, Brazil, BRA
3092722, BRA, BRA, Brazil, BRA
3092723, BRA, BRA, Brazil, BRA
3092724, BRA, BRA, Brazil, BRA
3092725, BRA, BRA, Brazil, BRA
3092726, BRA, BRA, Brazil, BRA
3092727, BRA, BRA, Brazil, BRA
3092728, BRA, BRA, Brazil, BRA
3092729, BRA, BRA, Brazil, BRA
3092730, BRA, BRA, Brazil, BOL
3092731, PRY, PRY, Paraguay, BOL
3092732, PRY, PRY, Paraguay, BOL
3092733, PRY, PRY, Paraguay, BOL
3092734, BRA, BRA, Brazil, BOL
3092735, PRY, PRY, Paraguay, BOL
3092736, BRA, BRA, Brazil, BRA
3092737, PRY, PRY, Paraguay, BOL
3092738, BRA, BRA, Brazil, BRA
3092739, PRY, PRY, Paraguay, PRY
3092740, BRA, BRA, Brazil, BOL
3092741, PRY, PRY, Paraguay, BOL
3092742, PRY, PRY, Paraguay, BOL
3092743, PRY, PRY, Paraguay, BOL
3092744, PRY, PRY, Paraguay, BOL
3092745, BRA, BRA, Brazil, BRA
3092746, PRY, PRY, Paraguay, BOL
3092747, BRA, BRA, Brazil, BRA
3092748, BRA, BRA, Brazil, BRA
3092749, BOL, BOL, Bolivia, BOL
3092750, BOL, BOL, Bolivia, BOL
3092751, BOL, BOL, Bolivia, BOL
3092752, BRA, BRA, Brazil, BRA
3092753, BOL, BOL, Bolivia, BOL
3092754, BOL, BOL, Bolivia, BOL
3092755, BOL, BOL, Bolivia, BOL
3092756, BOL, BOL, Bolivia, BOL
3092757, BOL, BOL, Bolivia, BOL
3092758, BOL, BOL, Bolivia, BOL
3092759, BOL, BOL, Bolivia, BOL
3092760, BOL, BOL, Bolivia, BOL
3092761, BOL, BOL, Bolivia, BOL
3092762, BOL, BOL, Bolivia, BOL
3092763, BOL, BOL, Bolivia, BOL
3092764, BOL, BOL, Bolivia, BOL
3092765, BOL, BOL, Bolivia, BOL
3092766, BOL, BOL, Bolivia, BOL
3092767, BOL, BOL, Bolivia, BOL
3092768, BOL, BOL, Bolivia, BOL
3092769, BOL, BOL, Bolivia, BOL
3092770, BOL, BOL, Bolivia, BOL
3092771, BOL, BOL, Bolivia, BOL
3092772, BOL, BOL, Bolivia, BOL
3092773, BOL, BOL, Bolivia, BOL
3092774, BOL, BOL, Bolivia, BOL
3092775, BOL, BOL, Bolivia, BOL
3092776, BRA, BRA, Brazil, BRA
3092777, BRA, BRA, Brazil, BRA
3092778, BOL, BOL, Bolivia, BOL
3092779, BRA, BRA, Brazil, BRA
3092780, BOL, BOL, Bolivia, BOL
3092781, BRA, BRA, Brazil, BRA
3092782, BOL, BOL, Bolivia, BOL
3092783, BRA, BRA, Brazil, BRA
3092784, BRA, BRA, Brazil, BRA
3092785, BRA, BRA, Brazil, BRA
3092786, COL, COL, Colombia, COL
3092787, COL, COL, Colombia, COL
3092788, BRA, BRA, Brazil, BRA
3092789, COL, COL, Colombia, COL
3092790, COL, COL, Colombia, COL
3092791, BRA, BRA, Brazil, BRA
3092792, COL, COL, Colombia, COL
3092793, COL, COL, Colombia, COL
3092794, COL, COL, Colombia, COL
3092795, COL, COL, Colombia, COL
3092796, BRA, BRA, Brazil, BRA
3092797, BOL, BOL, Bolivia, BOL
3092798, BOL, BOL, Bolivia, BOL
3092799, BRA, BRA, Brazil, BRA
3092800, BRA, BRA, Brazil, BRA
3092801, BRA, BRA, Brazil, BRA
3092802, BRA, BRA, Brazil, BRA
3092803, BRA, BRA, Brazil, BRA
3092804, BRA, BRA, Brazil, BRA
3092805, COL, COL, Colombia, COL
3092806, BRA, BRA, Brazil, BRA
3092807, COL, COL, Colombia, COL
3092808, COL, COL, Colombia, COL
3092809, COL, COL, Colombia, COL
3092810, COL, COL, Colombia, COL
3092811, COL, COL, Colombia, COL
3092812, BRA, BRA, Brazil, BRA
3092813, BRA, BRA, Brazil, BRA
3092814, COL, COL, Colombia, COL
3092815, COL, COL, Colombia, COL
3092816, COL, COL, Colombia, COL
3092817, COL, COL, Colombia, COL
3092818, BRA, BRA, Brazil, BRA
3092819, BRA, BRA, Brazil, BRA
3092820, BRA, BRA, Brazil, BRA
3092821, BRA, BRA, Brazil, BRA
3092822, BOL, BOL, Bolivia, BOL
3092823, BOL, BOL, Bolivia, BOL
3092824, BOL, BOL, Bolivia, BOL
3092825, BRA, BRA, Brazil, BRA
3092826, BRA, BRA, Brazil, BRA
3092827, BOL, BOL, Bolivia, BOL
3092828, BOL, BOL, Bolivia, BOL
3092829, BRA, BRA, Brazil, BRA
3092830, BOL, BOL, Bolivia, BOL
3092831, BRA, BRA, Brazil, BRA
3092832, BOL, BOL, Bolivia, BOL
3092833, BOL, BOL, Bolivia, BOL
3092834, BOL, BOL, Bolivia, BOL
3092835, BOL, BOL, Bolivia, BOL
3092836, BOL, BOL, Bolivia, BOL
3092837, BOL, BOL, Bolivia, BOL
3092838, BOL, BOL, Bolivia, BOL
3092839, BOL, BOL, Bolivia, BOL
3092840, BOL, BOL, Bolivia, BOL
3092841, BOL, BOL, Bolivia, BOL
3092842, BOL, BOL, Bolivia, BOL
3092843, BOL, BOL, Bolivia, BOL
3092844, BOL, BOL, Bolivia, BOL
3092845, BOL, BOL, Bolivia, BOL
3092846, BOL, BOL, Bolivia, BOL
3092847, BOL, BOL, Bolivia, BOL
3092848, BOL, BOL, Bolivia, BOL
3092849, BRA, BRA, Brazil, BRA
3092850, BRA, BRA, Brazil, BRA
3092851, BRA, BRA, Brazil, BRA
3092852, BRA, BRA, Brazil, BRA
3092853, BOL, BOL, Bolivia, BOL
3092854, BRA, BRA, Brazil, BRA
3092855, BOL, BOL, Bolivia, BOL
3092856, BOL, BOL, Bolivia, BOL
3092857, BOL, BOL, Bolivia, BOL
3092858, BOL, BOL, Bolivia, BOL
3092859, BRA, BRA, Brazil, BRA
3092860, BOL, BOL, Bolivia, BOL
3092861, BRA, BRA, Brazil, BRA
3092862, BOL, BOL, Bolivia, BOL
3092863, BOL, BOL, Bolivia, BOL
3092864, BOL, BOL, Bolivia, BOL
3092865, BRA, BRA, Brazil, BRA
3092866, BOL, BOL, Bolivia, BOL
3092867, BRA, BRA, Brazil, BRA
3092868, BOL, BOL, Bolivia, BOL
3092869, BOL, BOL, Bolivia, BOL
3092870, BRA, BRA, Brazil, BRA
3092871, BOL, BOL, Bolivia, BOL
3092872, BOL, BOL, Bolivia, BOL
3092873, BRA, BRA, Brazil, BRA
3092874, BOL, BOL, Bolivia, BOL
3092875, BOL, BOL, Bolivia, BOL
3092876, BOL, BOL, Bolivia, BOL
3092877, BRA, BRA, Brazil, BRA
3092878, BOL, BOL, Bolivia, BOL
3092879, BOL, BOL, Bolivia, BOL
3092880, BRA, BRA, Brazil, BRA
3092881, BRA, BRA, Brazil, BRA
3092882, BRA, BRA, Brazil, BRA
3092883, BOL, BOL, Bolivia, BOL
3092884, BOL, BOL, Bolivia, BOL
3092885, BRA, BRA, Brazil, BRA
3092886, BOL, BOL, Bolivia, BOL
3092887, BOL, BOL, Bolivia, BOL
3092888, BOL, BOL, Bolivia, BOL
3092889, BOL, BOL, Bolivia, BOL
3092890, BOL, BOL, Bolivia, BOL
3092891, BOL, BOL, Bolivia, BOL
3092892, BOL, BOL, Bolivia, BOL
3092893, BOL, BOL, Bolivia, BOL
3092894, BOL, BOL, Bolivia, BOL
3092895, BOL, BOL, Bolivia, BOL
3092896, BRA, BRA, Brazil, BRA
3092897, BOL, BOL, Bolivia, BOL
3092898, BOL, BOL, Bolivia, BOL
3092899, BRA, BRA, Brazil, BRA
3092900, BRA, BRA, Brazil, BRA
3092901, BOL, BOL, Bolivia, BOL
3092902, BOL, BOL, Bolivia, BOL
3092903, BOL, BOL, Bolivia, BOL
3092904, BOL, BOL, Bolivia, BOL
3092905, BOL, BOL, Bolivia, BOL
3092906, BOL, BOL, Bolivia, BOL
3092907, BOL, BOL, Bolivia, BOL
3092908, BOL, BOL, Bolivia, BOL
3092909, BRA, BRA, Brazil, BRA
3092910, BOL, BOL, Bolivia, BOL
3092911, BOL, BOL, Bolivia, BOL
3092912, BOL, BOL, Bolivia, BOL
3092913, BOL, BOL, Bolivia, BOL
3092914, BOL, BOL, Bolivia, BOL
3092915, BOL, BOL, Bolivia, BOL
3092916, BOL, BOL, Bolivia, BOL
3092917, BOL, BOL, Bolivia, BOL
3092918, BOL, BOL, Bolivia, BOL
3092919, BOL, BOL, Bolivia, BOL
3092920, BOL, BOL, Bolivia, BOL
3092921, BOL, BOL, Bolivia, BOL
3092922, BOL, BOL, Bolivia, BOL
3092923, BOL, BOL, Bolivia, BOL
3092924, BOL, BOL, Bolivia, BOL
3092925, BOL, BOL, Bolivia, BOL
3092926, BOL, BOL, Bolivia, BOL
3092927, BOL, BOL, Bolivia, BOL
3092928, BOL, BOL, Bolivia, BOL
3092929, BRA, BRA, Brazil, BRA
3092930, BOL, BOL, Bolivia, BOL
3092931, BOL, BOL, Bolivia, BOL
3092932, BOL, BOL, Bolivia, BOL
3092933, BOL, BOL, Bolivia, BOL
3092934, BOL, BOL, Bolivia, BOL
3092935, BOL, BOL, Bolivia, BOL
3092936, BOL, BOL, Bolivia, BOL
3092937, BOL, BOL, Bolivia, BOL
3092938, BOL, BOL, Bolivia, BOL
3092939, BOL, BOL, Bolivia, BOL
3092940, BOL, BOL, Bolivia, BOL
3092941, BOL, BOL, Bolivia, BOL
3092942, BOL, BOL, Bolivia, BOL
3092943, BOL, BOL, Bolivia, BOL
3092944, BRA, BRA, Brazil, BRA
3092945, BOL, BOL, Bolivia, BOL
3092946, BRA, BRA, Brazil, BRA
3092947, BRA, BRA, Brazil, BRA
3092948, BRA, BRA, Brazil, BRA
3092949, BRA, BRA, Brazil, BRA
3092950, BRA, BRA, Brazil, BRA
3092951, BRA, BRA, Brazil, BRA
3092952, BRA, BRA, Brazil, BRA
3092953, BOL, BOL, Bolivia, BOL
3092954, PRY, PRY, Paraguay, BOL
3092955, PRY, PRY, Paraguay, BOL
3092956, PRY, PRY, Paraguay, BOL
3092957, PRY, PRY, Paraguay, PRY
3092958, BRA, BRA, Brazil, BOL
3092959, PRY, PRY, Paraguay, BOL
3092960, PRY, PRY, Paraguay, BOL
3092961, BRA, BRA, Brazil, BOL
3092962, PRY, PRY, Paraguay, PRY
3092963, PRY, PRY, Paraguay, BOL
3092964, BRA, BRA, Brazil, BRA
3092965, PRY, PRY, Paraguay, BOL
3092966, BRA, BRA, Brazil, BOL
3092967, BRA, BRA, Brazil, BRA
3092968, BRA, BRA, Brazil, BRA
3092969, BRA, BRA, Brazil, BRA
3092970, BRA, BRA, Brazil, BRA
3092971, BRA, BRA, Brazil, BRA
3092972, BRA, BRA, Brazil, BRA
3092973, ARG, ARG, Argentina, ARG
3092974, BRA, BRA, Brazil, BRA
3092975, BRA, BRA, Brazil, BRA
3092976, BRA, BRA, Brazil, BRA
3092977, BRA, BRA, Brazil, BRA
3092978, BRA, BRA, Brazil, BRA
3092979, BRA, BRA, Brazil, BRA
3092980, BRA, BRA, Brazil, BRA
3092981, BRA, BRA, Brazil, BRA
3092982, BRA, BRA, Brazil, BRA
3092983, BRA, BRA, Brazil, BRA
3092984, BRA, BRA, Brazil, BRA
3092985, BRA, BRA, Brazil, BRA
3092986, BRA, BRA, Brazil, BRA
3092987, BRA, BRA, Brazil, BRA
3092988, BRA, BRA, Brazil, BRA
3092989, BRA, BRA, Brazil, BRA
3092990, BRA, BRA, Brazil, BRA
3092991, BRA, BRA, Brazil, BRA
3092992, BRA, BRA, Brazil, BRA
3092993, BRA, BRA, Brazil, BRA
3092994, BRA, BRA, Brazil, BRA
3092995, BRA, BRA, Brazil, BRA
3092996, BRA, BRA, Brazil, BRA
3092997, BRA, BRA, Brazil, BRA
3092998, BRA, BRA, Brazil, BRA
3092999, BRA, BRA, Brazil, BRA
3093000, BRA, BRA, Brazil, BRA
3093001, BRA, BRA, Brazil, BRA
3093002, BRA, BRA, Brazil, BRA
3093003, BRA, BRA, Brazil, BRA
3093004, BRA, BRA, Brazil, BRA
3093005, BRA, BRA, Brazil, BRA
3093006, BRA, BRA, Brazil, BRA
3093007, BRA, BRA, Brazil, BRA
3093008, BRA, BRA, Brazil, BRA
3093009, BRA, BRA, Brazil, BRA
3093010, BRA, BRA, Brazil, BRA
3093011, BRA, BRA, Brazil, BRA
3093012, BRA, BRA, Brazil, BRA
3093013, BRA, BRA, Brazil, BRA
3093014, BRA, BRA, Brazil, BRA
3093015, BRA, BRA, Brazil, BRA
3093016, BRA, BRA, Brazil, BRA
3093017, BRA, BRA, Brazil, BRA
3093018, BRA, BRA, Brazil, BRA
3093019, BRA, BRA, Brazil, BRA
3093020, BRA, BRA, Brazil, BRA
3093021, BRA, BRA, Brazil, BRA
3093022, BRA, BRA, Brazil, BRA
3093023, BRA, BRA, Brazil, BRA
3093024, BRA, BRA, Brazil, BRA
3093025, BRA, BRA, Brazil, BRA
3093026, BRA, BRA, Brazil, BRA
3093027, BRA, BRA, Brazil, BRA
3093028, BRA, BRA, Brazil, BRA
3093029, BRA, BRA, Brazil, BRA
3093030, BRA, BRA, Brazil, BRA
3093031, BRA, BRA, Brazil, BRA
3093032, BRA, BRA, Brazil, BRA
3093033, BRA, BRA, Brazil, BRA
3093034, BRA, BRA, Brazil, BRA
3093035, BRA, BRA, Brazil, BRA
3093036, BRA, BRA, Brazil, BRA
3093037, BGR, BGR, Bulgaria, BGR
3093038, BGR, BGR, Bulgaria, BGR
3093039, BGR, BGR, Bulgaria, BGR
3093040, BGR, BGR, Bulgaria, BGR
3093041, ROU, ROU, Romania, ROU
3093042, ROU, ROU, Romania, ROU
3093043, ROU, ROU, Romania, ROU
3093044, BGR, BGR, Bulgaria, BGR
3093045, BGR, BGR, Bulgaria, BGR
3093046, BGR, BGR, Bulgaria, BGR
3093047, ROU, ROU, Romania, ROU
3093048, ROU, ROU, Romania, ROU
3093049, ROU, ROU, Romania, ROU
3093050, ROU, ROU, Romania, ROU
3093051, ROU, ROU, Romania, ROU
3093052, ROU, ROU, Romania, ROU
3093053, ROU, ROU, Romania, ROU
3093054, ROU, ROU, Romania, ROU
3093055, ROU, ROU, Romania, ROU
3093056, ROU, ROU, Romania, ROU
3093057, ROU, ROU, Romania, ROU
3093058, ROU, ROU, Romania, ROU
3093059, ROU, ROU, Romania, ROU
3093060, ROU, ROU, Romania, ROU
3093061, ROU, ROU, Romania, ROU
3093062, ROU, ROU, Romania, ROU
3093063, ROU, ROU, Romania, ROU
3093064, ROU, ROU, Romania, ROU
3093065, ROU, ROU, Romania, ROU
3093066, ROU, ROU, Romania, ROU
3093067, ROU, ROU, Romania, ROU
3093068, ROU, ROU, Romania, ROU
3093069, ROU, ROU, Romania, ROU
3093070, ROU, ROU, Romania, ROU
3093071, ROU, ROU, Romania, ROU
3093072, ROU, ROU, Romania, ROU
3093073, ROU, ROU, Romania, ROU
3093074, ROU, ROU, Romania, ROU
3093075, KHM, KHM, Cambodia, INC
3093076, KHM, KHM, Cambodia, INC
3093077, KHM, KHM, Cambodia, INC
3093078, KHM, KHM, Cambodia, INC
3093079, KHM, KHM, Cambodia, INC
3093080, KHM, KHM, Cambodia, INC
3093081, KHM, KHM, Cambodia, INC
3093082, KHM, KHM, Cambodia, INC
3093083, KHM, KHM, Cambodia, INC
3093084, KHM, KHM, Cambodia, INC
3093085, KHM, KHM, Cambodia, INC
3093086, KHM, KHM, Cambodia, INC
3093087, KHM, KHM, Cambodia, INC
3093088, KHM, KHM, Cambodia, INC
3093089, KHM, KHM, Cambodia, INC
3093090, LAO, LAO, Laos, INC
3093091, KHM, KHM, Cambodia, INC
3093092, LAO, LAO, Laos, INC
3093093, LAO, LAO, Laos, INC
3093094, LAO, LAO, Laos, INC
3093095, LAO, LAO, Laos, INC
3093096, LAO, LAO, Laos, INC
3093097, LAO, LAO, Laos, INC
3093098, LAO, LAO, Laos, INC
3093099, LAO, LAO, Laos, INC
3093100, LAO, LAO, Laos, INC
3093101, CMR, CMR, Cameroon, CMR-GER
3093102, CMR, CMR, Cameroon, CMR-GER
3093103, CMR, CMR, Cameroon, CMR-GER
3093104, NGA, NGA, Nigeria, NGA-GER
3093105, NGA, NGA, Nigeria, NGA-GER
3093106, NGA, NGA, Nigeria, NGA-GBR
3093107, NGA, NGA, Nigeria, NGA-GBR
3093108, NGA, NGA, Nigeria, NGA-GBR
3093109, CMR, CMR, Cameroon, CMR-GER
3093110, NGA, NGA, Nigeria, NGA-GER
3093111, NGA, NGA, Nigeria, NGA-GER
3093112, CMR, CMR, Cameroon, CMR-GER
3093113, CMR, CMR, Cameroon, CMR-GER
3093114, CMR, CMR, Cameroon, CMR-GER
3093115, CMR, CMR, Cameroon, CMR-GER
3093116, CAN, CAN, Canada, CAN
3093117, CAN, CAN, Canada, CAN
3093118, CAN, CAN, Canada, CAN
3093119, CAN, CAN, Canada, CAN
3093120, CAN, CAN, Canada, CAN
3093121, CAN, CAN, Canada, CAN
3093122, CAN, CAN, Canada, CAN
3093123, CAN, CAN, Canada, CAN
3093124, CAN, CAN, Canada, CAN
3093125, CAN, CAN, Canada, CAN
3093126, CAN, CAN, Canada, CAN
3093127, CAN, CAN, Canada, CAN
3093128, CAN, CAN, Canada, CAN
3093129, CAN, CAN, Canada, CAN
3093130, CAN, CAN, Canada, CAN
3093131, CAN, CAN, Canada, CAN
3093132, CAN, CAN, Canada, CAN
3093133, CAN, CAN, Canada, CAN
3093134, CAN, CAN, Canada, CAN
3093135, CAN, CAN, Canada, CAN
3093136, CAN, CAN, Canada, CAN
3093137, CAN, CAN, Canada, CAN
3093138, CAN, CAN, Canada, CAN
3093139, CAN, CAN, Canada, CAN
3093140, CAN, CAN, Canada, CAN
3093141, CAN, CAN, Canada, CAN
3093142, CAN, CAN, Canada, CAN
3093143, CAN, CAN, Canada, CAN
3093144, CAN, CAN, Canada, CAN
3093145, CAN, CAN, Canada, CAN
3093146, CAN, CAN, Canada, CAN
3093147, CAN, CAN, Canada, CAN
3093148, CAN, CAN, Canada, CAN
3093149, CAN, CAN, Canada, CAN
3093150, CAN, CAN, Canada, CAN
3093151, CAN, CAN, Canada, CAN
3093152, CAN, CAN, Canada, CAN
3093153, CAN, CAN, Canada, CAN
3093154, CAN, CAN, Canada, CAN
3093155, CAN, CAN, Canada, CAN
3093156, CAN, CAN, Canada, CAN
3093157, CAN, CAN, Canada, CAN
3093158, CAN, CAN, Canada, CAN
3093159, CAN, CAN, Canada, CAN
3093160, CAN, CAN, Canada, CAN
3093161, CAN, CAN, Canada, CAN
3093162, CAN, CAN, Canada, CAN
3093163, CAN, CAN, Canada, CAN
3093164, CAN, CAN, Canada, CAN
3093165, CAN, CAN, Canada, CAN
3093166, CAN, CAN, Canada, CAN
3093167, CAN, CAN, Canada, CAN
3093168, CAN, CAN, Canada, CAN
3093169, CAN, CAN, Canada, CAN
3093170, CAN, CAN, Canada, CAN
3093171, CAN, CAN, Canada, CAN
3093172, CAN, CAN, Canada, CAN
3093173, CAN, CAN, Canada, CAN
3093174, CAN, CAN, Canada, CAN
3093175, CAN, CAN, Canada, CAN
3093176, CAN, CAN, Canada, CAN
3093177, CAN, CAN, Canada, CAN
3093178, CAN, CAN, Canada, CAN
3093179, CAN, CAN, Canada, CAN
3093180, CAN, CAN, Canada, CAN
3093181, USA, USA, United States, USA
3093182, CAN, CAN, Canada, CAN
3093183, CAN, CAN, Canada, CAN
3093184, CAN, CAN, Canada, CAN
3093185, CAN, CAN, Canada, CAN
3093186, CAN, CAN, Canada, CAN
3093187, CAN, CAN, Canada, CAN
3093188, CAN, CAN, Canada, CAN
3093189, CAN, CAN, Canada, CAN
3093190, CAN, CAN, Canada, CAN
3093191, CAN, CAN, Canada, CAN
3093192, CAN, CAN, Canada, CAN
3093193, CAN, CAN, Canada, CAN
3093194, CAN, CAN, Canada, CAN
3093195, CAN, CAN, Canada, CAN
3093196, CAN, CAN, Canada, CAN
3093197, CAN, CAN, Canada, CAN
3093198, USA, USA, United States, USA
3093199, USA, USA, United States, USA
3093200, USA, USA, United States, USA
3093201, USA, USA, United States, USA
3093202, USA, USA, United States, USA
3093203, USA, USA, United States, USA
3093204, USA, USA, United States, USA
3093205, USA, USA, United States, USA
3093206, USA, USA, United States, USA
3093207, USA, USA, United States, USA
3093208, USA, USA, United States, USA
3093209, USA, USA, United States, USA
3093210, CAN, CAN, Canada, CAN
3093211, CAF, CAF, Central African Republic, WAF-FRA
3093212, CAF, CAF, Central African Republic, WAF-FRA
3093213, CAF, CAF, Central African Republic, WAF-FRA
3093214, CAF, CAF, Central African Republic, WAF-FRA
3093215, COD, COD, Democratic Republic of the Congo, COD-BEL
3093216, COD, COD, Democratic Republic of the Congo, COD-BEL
3093217, COD, COD, Democratic Republic of the Congo, COD-BEL
3093218, CAF, CAF, Central African Republic, WAF-FRA
3093219, COD, COD, Democratic Republic of the Congo, COD-BEL
3093220, COD, COD, Democratic Republic of the Congo, COD-BEL
3093221, COD, COD, Democratic Republic of the Congo, COD-BEL
3093222, COD, COD, Democratic Republic of the Congo, COD-BEL
3093223, COD, COD, Democratic Republic of the Congo, COD-BEL
3093224, CAF, CAF, Central African Republic, WAF-FRA
3093225, CAF, CAF, Central African Republic, WAF-FRA
3093226, COD, COD, Democratic Republic of the Congo, COD-BEL
3093227, CAF, CAF, Central African Republic, WAF-FRA
3093228, COD, COD, Democratic Republic of the Congo, COD-BEL
3093229, CAF, CAF, Central African Republic, WAF-FRA
3093230, CAF, CAF, Central African Republic, WAF-FRA
3093231, COD, COD, Democratic Republic of the Congo, COD-BEL
3093232, CAF, CAF, Central African Republic, WAF-FRA
3093233, COD, COD, Democratic Republic of the Congo, COD-BEL
3093234, COD, COD, Democratic Republic of the Congo, COD-BEL
3093235, CAF, CAF, Central African Republic, WAF-FRA
3093236, CAF, CAF, Central African Republic, WAF-FRA
3093237, CAF, CAF, Central African Republic, WAF-FRA
3093238, CAF, CAF, Central African Republic, WAF-FRA
3093239, CAF, CAF, Central African Republic, WAF-FRA
3093240, CAF, CAF, Central African Republic, WAF-FRA
3093241, CAF, CAF, Central African Republic, WAF-FRA
3093242, CAF, CAF, Central African Republic, WAF-FRA
3093243, COD, COD, Democratic Republic of the Congo, COD-BEL
3093244, CAF, CAF, Central African Republic, WAF-FRA
3093245, CAF, CAF, Central African Republic, WAF-FRA
3093246, CAF, CAF, Central African Republic, WAF-FRA
3093247, CAF, CAF, Central African Republic, WAF-FRA
3093248, CAF, CAF, Central African Republic, WAF-FRA
3093249, CAF, CAF, Central African Republic, WAF-FRA
3093250, CAF, CAF, Central African Republic, WAF-FRA
3093251, CAF, CAF, Central African Republic, WAF-FRA
3093252, CAF, CAF, Central African Republic, WAF-FRA
3093253, CAF, CAF, Central African Republic, WAF-FRA
3093254, CAF, CAF, Central African Republic, WAF-FRA
3093255, CAF, CAF, Central African Republic, WAF-FRA
3093256, CAF, CAF, Central African Republic, WAF-FRA
3093257, CAF, CAF, Central African Republic, WAF-FRA
3093258, CAF, CAF, Central African Republic, WAF-FRA
3093259, CAF, CAF, Central African Republic, WAF-FRA
3093260, CAF, CAF, Central African Republic, WAF-FRA
3093261, CAF, CAF, Central African Republic, WAF-FRA
