ID,ISO,NAME_0,ISONEW,Colony
653,PRI,Puerto Rico,,
654,PRI,Puerto Rico,,
655,PRI,Puerto Rico,,
656,PRI,Puerto Rico,,
657,PRI,Puerto Rico,,
658,PRI,Puerto Rico,,
659,PRI,Puerto Rico,,
660,PRI,Puerto Rico,,
661,PRI,Puerto Rico,,
662,PRI,Puerto Rico,,
663,PRI,Puerto Rico,,
664,PRI,Puerto Rico,,
665,PRI,Puerto Rico,,
666,PRI,Puerto Rico,,
667,PRI,Puerto Rico,,
668,PRI,Puerto Rico,,
669,PRI,Puerto Rico,,
670,PRI,Puerto Rico,,
671,PRI,Puerto Rico,,
672,PRI,Puerto Rico,,
673,PRI,Puerto Rico,,
674,PRI,Puerto Rico,,
675,PRI,Puerto Rico,,
676,PRI,Puerto Rico,,
677,PRI,Puerto Rico,,
678,PRI,Puerto Rico,,
679,PRI,Puerto Rico,,
680,PRI,Puerto Rico,,
681,PRI,Puerto Rico,,
682,PRI,Puerto Rico,,
683,PRI,Puerto Rico,,
684,PRI,Puerto Rico,,
685,PRI,Puerto Rico,,
686,PRI,Puerto Rico,,
687,PRI,Puerto Rico,,
688,PRI,Puerto Rico,,
689,PRI,Puerto Rico,,
690,PRI,Puerto Rico,,
691,PRI,Puerto Rico,,
692,PRI,Puerto Rico,,
693,PRI,Puerto Rico,,
694,PRI,Puerto Rico,,
695,PRI,Puerto Rico,,
696,PRI,Puerto Rico,,
697,PRI,Puerto Rico,,
698,PRI,Puerto Rico,,
699,PRI,Puerto Rico,,
700,PRI,Puerto Rico,,
701,PRI,Puerto Rico,,
702,PRI,Puerto Rico,,
703,PRI,Puerto Rico,,
704,PRI,Puerto Rico,,
705,PRI,Puerto Rico,,
706,PRI,Puerto Rico,,
707,PRI,Puerto Rico,,
708,PRI,Puerto Rico,,
709,PRI,Puerto Rico,,
710,PRI,Puerto Rico,,
711,PRI,Puerto Rico,,
712,PRI,Puerto Rico,,
713,PRI,Puerto Rico,,
714,PRI,Puerto Rico,,
715,PRI,Puerto Rico,,
716,PRI,Puerto Rico,,
717,PRI,Puerto Rico,,
718,PRI,Puerto Rico,,
719,PRI,Puerto Rico,,
720,PRI,Puerto Rico,,
721,PRI,Puerto Rico,,
722,PRI,Puerto Rico,,
723,PRI,Puerto Rico,,
724,PRI,Puerto Rico,,
725,PRI,Puerto Rico,,
726,PRI,Puerto Rico,,
727,PRI,Puerto Rico,,
728,PRI,Puerto Rico,,
729,PRI,Puerto Rico,,
730,PRI,Puerto Rico,,
731,QAT,Qatar,,
732,QAT,Qatar,,
733,QAT,Qatar,,
734,QAT,Qatar,,
735,QAT,Qatar,,
736,QAT,Qatar,,
737,QAT,Qatar,,
738,QAT,Qatar,,
739,QAT,Qatar,,
740,ROU,Romania,,
741,ROU,Romania,,
742,ROU,Romania,,
743,ROU,Romania,,
744,ROU,Romania,,
745,ROU,Romania,,
746,ROU,Romania,,
747,ROU,Romania,,
748,ROU,Romania,,
749,ROU,Romania,,
750,ROU,Romania,,
751,ROU,Romania,,
752,ROU,Romania,,
753,ROU,Romania,,
754,ROU,Romania,,
755,ROU,Romania,,
756,ROU,Romania,,
757,ROU,Romania,,
758,ROU,Romania,,
759,ROU,Romania,,
760,ROU,Romania,,
761,ROU,Romania,,
762,ROU,Romania,,
763,ROU,Romania,,
764,ROU,Romania,,
765,ROU,Romania,,
766,ROU,Romania,,
767,ROU,Romania,,
768,ROU,Romania,,
769,ROU,Romania,,
770,ROU,Romania,,
771,ROU,Romania,,
772,ROU,Romania,,
773,ROU,Romania,,
774,ROU,Romania,,
775,ROU,Romania,,
776,ROU,Romania,,
777,ROU,Romania,,
778,ROU,Romania,,
779,ROU,Romania,,
780,ROU,Romania,,
782,SAU,Saudi Arabia,,
790,SAU,Saudi Arabia,,
794,SHN,Saint Helena,,
796,SLB,Solomon Islands,,
797,SLB,Solomon Islands,,
798,SLB,Solomon Islands,,
799,SLB,Solomon Islands,,
800,SLB,Solomon Islands,,
801,SLB,Solomon Islands,,
802,SLB,Solomon Islands,,
803,SLB,Solomon Islands,,
804,SMR,San Marino,,
805,SMR,San Marino,,
806,SMR,San Marino,,
807,SMR,San Marino,,
808,SMR,San Marino,,
809,SMR,San Marino,,
810,SMR,San Marino,,
811,SMR,San Marino,,
812,SMR,San Marino,,
813,SPM,Saint Pierre and Miquelon,,
814,SPM,Saint Pierre and Miquelon,,
815,STP,Sao Tome and Principe,,
816,STP,Sao Tome and Principe,,
817,SWZ,Swaziland,,
818,SWZ,Swaziland,,
819,SWZ,Swaziland,,
820,SWZ,Swaziland,,
821,SYR,Syria,,
822,SYR,Syria,,
823,SYR,Syria,,
824,SYR,Syria,,
825,SYR,Syria,,
826,SYR,Syria,,
827,SYR,Syria,,
828,SYR,Syria,,
830,SYR,Syria,,
831,SYR,Syria,,
832,SYR,Syria,,
833,SYR,Syria,,
834,SYR,Syria,,
835,TKL,Tokelau,,
836,TKL,Tokelau,,
837,TKL,Tokelau,,
843,TON,Tonga,,
844,TON,Tonga,,
845,TON,Tonga,,
846,TON,Tonga,,
847,TTO,Trinidad and Tobago,,
848,TTO,Trinidad and Tobago,,
849,TTO,Trinidad and Tobago,,
850,TTO,Trinidad and Tobago,,
851,TTO,Trinidad and Tobago,,
852,TTO,Trinidad and Tobago,,
853,TTO,Trinidad and Tobago,,
854,TTO,Trinidad and Tobago,,
855,TTO,Trinidad and Tobago,,
856,TTO,Trinidad and Tobago,,
857,TTO,Trinidad and Tobago,,
858,TTO,Trinidad and Tobago,,
859,TTO,Trinidad and Tobago,,
860,TTO,Trinidad and Tobago,,
861,TUR,Turkey,,
862,TUR,Turkey,,
863,TUR,Turkey,,
864,TUR,Turkey,,
865,TUR,Turkey,,
866,TUR,Turkey,,
867,TUR,Turkey,,
868,TUR,Turkey,,
869,TUR,Turkey,,
870,TUR,Turkey,,
871,TUR,Turkey,,
872,TUR,Turkey,,
873,TUR,Turkey,,
874,TUR,Turkey,,
875,TUR,Turkey,,
876,TUR,Turkey,,
877,TUR,Turkey,,
878,TUR,Turkey,,
879,TUR,Turkey,,
880,TUR,Turkey,,
881,TUR,Turkey,,
882,TUR,Turkey,,
883,TUR,Turkey,,
884,TUR,Turkey,,
885,TUR,Turkey,,
886,TUR,Turkey,,
887,TUR,Turkey,,
888,TUR,Turkey,,
889,TUR,Turkey,,
890,TUR,Turkey,,
891,TUR,Turkey,,
892,TUR,Turkey,,
893,TUR,Turkey,,
894,TUR,Turkey,,
895,TUR,Turkey,,
896,TUR,Turkey,,
897,TUR,Turkey,,
898,TUR,Turkey,,
899,TUR,Turkey,,
900,TUR,Turkey,,
901,TUR,Turkey,,
902,TUR,Turkey,,
903,TUR,Turkey,,
904,TUR,Turkey,,
905,TUR,Turkey,,
906,TUR,Turkey,,
908,TUR,Turkey,,
909,TUR,Turkey,,
910,TUR,Turkey,,
911,TUR,Turkey,,
912,TUR,Turkey,,
913,TUR,Turkey,,
914,TUR,Turkey,,
915,TUR,Turkey,,
916,TUR,Turkey,,
917,TUR,Turkey,,
918,TUR,Turkey,,
919,TUR,Turkey,,
920,TUR,Turkey,,
921,TUR,Turkey,,
922,TUR,Turkey,,
923,TUR,Turkey,,
924,TUR,Turkey,,
925,TUR,Turkey,,
926,TUR,Turkey,,
927,TUR,Turkey,,
928,TUR,Turkey,,
929,TUR,Turkey,,
930,TUR,Turkey,,
931,TUR,Turkey,,
932,TUR,Turkey,,
933,TUR,Turkey,,
934,UMI,United States Minor Outlying Islands,,
935,UMI,United States Minor Outlying Islands,,
936,UZB,Uzbekistan,,
938,UZB,Uzbekistan,,
939,UZB,Uzbekistan,,
941,UZB,Uzbekistan,,
942,UZB,Uzbekistan,,
943,UZB,Uzbekistan,,
945,UZB,Uzbekistan,,
946,UZB,Uzbekistan,,
947,UZB,Uzbekistan,,
948,UZB,Uzbekistan,,
949,UZB,Uzbekistan,,
950,VCT,Saint Vincent and the Grenadines,,
951,VCT,Saint Vincent and the Grenadines,,
952,VCT,Saint Vincent and the Grenadines,,
953,VCT,Saint Vincent and the Grenadines,,
954,VCT,Saint Vincent and the Grenadines,,
955,VCT,Saint Vincent and the Grenadines,,
956,VEN,Venezuela,,
957,VIR,Virgin Islands US,,
958,VIR,Virgin Islands US,,
959,VIR,Virgin Islands US,,
960,VUT,Vanuatu,,
961,VUT,Vanuatu,,
962,VUT,Vanuatu,,
963,VUT,Vanuatu,,
964,VUT,Vanuatu,,
965,ZAF,South Africa,,
966,AFG,Afghanistan,,
967,AFG,Afghanistan,,
968,AFG,Afghanistan,,
969,AFG,Afghanistan,,
970,AFG,Afghanistan,,
971,AFG,Afghanistan,,
972,AFG,Afghanistan,,
973,AFG,Afghanistan,,
974,AFG,Afghanistan,,
975,AFG,Afghanistan,,
976,AFG,Afghanistan,,
977,AFG,Afghanistan,,
978,AFG,Afghanistan,,
979,AFG,Afghanistan,,
980,AFG,Afghanistan,,
981,AFG,Afghanistan,,
982,AFG,Afghanistan,,
983,AFG,Afghanistan,,
984,AFG,Afghanistan,,
985,AFG,Afghanistan,,
986,AFG,Afghanistan,,
987,AFG,Afghanistan,,
988,AFG,Afghanistan,,
989,AFG,Afghanistan,,
990,AFG,Afghanistan,,
991,AFG,Afghanistan,,
992,AFG,Afghanistan,,
993,AFG,Afghanistan,,
994,AFG,Afghanistan,,
995,AFG,Afghanistan,,
996,AFG,Afghanistan,,
997,AFG,Afghanistan,,
998,AFG,Afghanistan,,
999,AFG,Afghanistan,,
1000,AFG,Afghanistan,,
1001,AFG,Afghanistan,,
1002,AFG,Afghanistan,,
1003,AFG,Afghanistan,,
1004,AFG,Afghanistan,,
1005,AFG,Afghanistan,,
1006,AFG,Afghanistan,,
