ID,ISO,NAME_0,HASC_1,ISONEW,Colony
12478,BHS,Bahamas,BS.LI,BHS,BHS
12479,BHS,Bahamas,BS.MC,BHS,BHS
12480,BHS,Bahamas,BS.MG,BHS,BHS
12481,BHS,Bahamas,BS.MI,BHS,BHS
12482,BHS,Bahamas,BS.NW,BHS,BHS
12483,BHS,Bahamas,BS.NB,BHS,BHS
12484,BHS,Bahamas,BS.NN,BHS,BHS
12485,BHS,Bahamas,BS.NE,BHS,BHS
12486,BHS,Bahamas,BS.RI,BHS,BHS
12487,BHS,Bahamas,BS.RC,BHS,BHS
12488,BHS,Bahamas,BS.SS,BHS,BHS
12489,BHS,Bahamas,BS.SB,BHS,BHS
12490,BHS,Bahamas,BS.SN,BHS,BHS
12491,BHS,Bahamas,BS.SE,BHS,BHS
12492,BHS,Bahamas,BS.SW,BHS,BHS
12493,BHS,Bahamas,BS.WB,BHS,BHS
12494,BIH,Bosnia and Herzegovina,BA.BF,BIH,BIH
12495,BIH,Bosnia and Herzegovina,BA.SR,BIH,BIH
12502,BLZ,Belize,BZ.BZ,BLZ,BLZ
12503,BLZ,Belize,BZ.CY,BLZ,BLZ
12504,BLZ,Belize,BZ.CZ,BLZ,BLZ
12505,BLZ,Belize,BZ.OW,BLZ,BLZ
12506,BLZ,Belize,BZ.SC,BLZ,BLZ
12507,BLZ,Belize,BZ.TO,BLZ,BLZ
12508,BMU,Bermuda,BM.DE,BMU,BMU
12509,BMU,Bermuda,BM.HA,BMU,BMU
12510,BMU,Bermuda,BM.HC,BMU,BMU
12511,BMU,Bermuda,BM.PA,BMU,BMU
12512,BMU,Bermuda,BM.PE,BMU,BMU
12513,BMU,Bermuda,BM.SG,BMU,BMU
12514,BMU,Bermuda,BM.SC,BMU,BMU
12515,BMU,Bermuda,BM.SA,BMU,BMU
12516,BMU,Bermuda,BM.SM,BMU,BMU
12517,BMU,Bermuda,BM.SO,BMU,BMU
12518,BMU,Bermuda,BM.WA,BMU,BMU
12519,BOL,Bolivia,BO.CQ,BOL,BOL
12520,BOL,Bolivia,BO.CB,BOL,BOL
12521,BOL,Bolivia,BO.EB,BOL,BOL
12522,BOL,Bolivia,BO.LP,BOL,BOL
12523,BOL,Bolivia,BO.OR,BOL,BOL
12524,BOL,Bolivia,BO.PA,BOL,BOL
12525,BOL,Bolivia,BO.PO,BOL,BOL
12526,BOL,Bolivia,BO.SC,BOL,BOL
12527,BOL,Bolivia,BO.TR,BOL,BOL
12528,BRA,Brazil,BR.AC,BRA,BRA
12529,BRA,Brazil,BR.AL,BRA,BRA
12530,BRA,Brazil,BR.AP,BRA,BRA
12532,BRA,Brazil,BR.BA,BRA,BRA
12533,BRA,Brazil,BR.CE,BRA,BRA
12534,BRA,Brazil,BR.DF,BRA,BRA
12535,BRA,Brazil,BR.ES,BRA,BRA
12536,BRA,Brazil,BR.GO,BRA,BRA
12537,BRA,Brazil,BR.MA,BRA,BRA
12538,BRA,Brazil,BR.MT,BRA,BRA
12539,BRA,Brazil,BR.MS,BRA,BRA
12540,BRA,Brazil,BR.MG,BRA,BRA
12541,BRA,Brazil,BR.PA,BRA,BRA
12542,BRA,Brazil,BR.PB,BRA,BRA
12543,BRA,Brazil,BR.PR,BRA,BRA
12544,BRA,Brazil,BR.PE,BRA,BRA
12545,BRA,Brazil,BR.PI,BRA,BRA
12546,BRA,Brazil,BR.RJ,BRA,BRA
12547,BRA,Brazil,BR.RN,BRA,BRA
12548,BRA,Brazil,BR.RS,BRA,BRA
12549,BRA,Brazil,BR.RO,BRA,BRA
12550,BRA,Brazil,BR.RR,BRA,BRA
12551,BRA,Brazil,BR.SC,BRA,BRA
12552,BRA,Brazil,BR.SP,BRA,BRA
12553,BRA,Brazil,BR.SE,BRA,BRA
12554,BRA,Brazil,BR.TO,BRA,BRA
12555,BRB,Barbados,BB.CC,BRB,BRB
12556,BRB,Barbados,BB.AN,BRB,BRB
12557,BRB,Barbados,BB.GE,BRB,BRB
12558,BRB,Barbados,BB.JM,BRB,BRB
12559,BRB,Barbados,BB.JN,BRB,BRB
12560,BRB,Barbados,BB.JS,BRB,BRB
12561,BRB,Barbados,BB.LU,BRB,BRB
12562,BRB,Barbados,BB.MI,BRB,BRB
12563,BRB,Barbados,BB.PE,BRB,BRB
12564,BRB,Barbados,BB.PH,BRB,BRB
12565,BRB,Barbados,BB.TH,BRB,BRB
12566,BRN,Brunei,BN.BE,BRN,BRN
12567,BRN,Brunei,BN.BM,BRN,BRN
12568,BRN,Brunei,BN.TE,BRN,BRN
12569,BRN,Brunei,BN.TU,BRN,BRN
12570,BTN,Bhutan,BT.BU,BTN,BTN
12571,BTN,Bhutan,BT.CK,BTN,BTN
12572,BTN,Bhutan,BT.CR,BTN,BTN
12573,BTN,Bhutan,BT.DA,BTN,BTN
12574,BTN,Bhutan,BT.GA,BTN,BTN
12575,BTN,Bhutan,BT.GE,BTN,BTN
12576,BTN,Bhutan,BT.HA,BTN,BTN
12577,BTN,Bhutan,BT.LH,BTN,BTN
12578,BTN,Bhutan,BT.MO,BTN,BTN
12579,BTN,Bhutan,BT.PR,BTN,BTN
12580,BTN,Bhutan,BT.PM,BTN,BTN
12581,BTN,Bhutan,BT.PN,BTN,BTN
12582,BTN,Bhutan,BT.SM,BTN,BTN
